customer_id,tenure,contract,monthly_charges,total_charges,internet_service,tech_support,online_security,payment_method,paperless_billing,senior_citizen,partner,dependents,num_support_calls,churn
CUST-13026,8,Month-to-month,117.75,1056.73,Fiber optic,Yes,Yes,Bank transfer,No,1,Yes,No,0,1
CUST-13027,54,Month-to-month,47.66,2479.43,Fiber optic,No,No,Bank transfer,No,0,No,Yes,4,1
CUST-13028,16,One year,59.65,962.15,No,No,No,Credit card,Yes,0,Yes,No,0,1
CUST-13029,65,Month-to-month,86.6,5288.73,No,Yes,No,Credit card,Yes,0,Yes,No,1,0
CUST-13030,53,Month-to-month,27.87,1476.93,DSL,No,No,Mailed check,Yes,0,No,No,1,1
CUST-13031,19,Two year,86.34,1645.52,Fiber optic,Yes,No,Credit card,No,0,No,Yes,1,0
CUST-13032,41,Month-to-month,82.5,3455.96,Fiber optic,No,No,Credit card,Yes,1,No,No,2,1
CUST-13033,8,Month-to-month,103.08,883.1,Fiber optic,Yes,No,Electronic check,No,0,Yes,No,1,1
CUST-13034,7,One year,91.7,673.49,DSL,Yes,Yes,Electronic check,Yes,0,Yes,Yes,2,0
CUST-13035,69,Month-to-month,104.0,7112.78,Fiber optic,No,No,Credit card,No,0,No,No,2,0
CUST-13036,58,Two year,61.69,3329.5,Fiber optic,Yes,No,Credit card,Yes,0,No,Yes,1,0
CUST-13037,11,Month-to-month,39.12,435.8,DSL,No,Yes,Credit card,No,0,No,Yes,0,1
CUST-13038,20,Two year,120.0,2504.75,Fiber optic,Yes,No,Mailed check,Yes,0,Yes,No,2,0
CUST-13039,14,One year,19.2,287.32,DSL,Yes,No,Credit card,No,0,No,Yes,3,0
CUST-13040,28,Month-to-month,22.2,629.42,No,No,No,Credit card,No,0,No,Yes,2,0
CUST-13041,21,Month-to-month,81.95,1659.91,DSL,No,Yes,Bank transfer,Yes,0,No,No,1,0
CUST-13042,23,Month-to-month,113.75,2659.54,DSL,Yes,No,Bank transfer,Yes,1,No,No,0,0
CUST-13043,38,Month-to-month,70.69,2644.99,DSL,No,Yes,Mailed check,Yes,0,Yes,Yes,0,1
CUST-13044,13,Month-to-month,94.98,1256.15,No,Yes,No,Bank transfer,Yes,0,No,Yes,1,1
CUST-13045,64,Two year,18.0,1105.2,Fiber optic,No,No,Credit card,No,0,Yes,Yes,3,0
CUST-13046,53,Month-to-month,50.01,2552.83,DSL,Yes,No,Credit card,Yes,0,Yes,Yes,1,0
CUST-13047,55,Two year,18.0,939.69,DSL,No,No,Bank transfer,No,0,No,No,1,0
CUST-13048,12,Month-to-month,88.41,1096.23,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,No,0,1
CUST-13049,51,Two year,18.58,873.07,Fiber optic,No,No,Bank transfer,No,0,Yes,No,1,0
CUST-13050,61,Month-to-month,26.67,1628.49,DSL,No,Yes,Mailed check,Yes,0,Yes,No,2,0
CUST-13051,12,Month-to-month,80.42,1034.7,No,No,Yes,Electronic check,No,0,Yes,No,1,1
CUST-13052,54,One year,96.85,5002.25,DSL,Yes,Yes,Electronic check,Yes,0,No,No,0,0
CUST-13053,26,Month-to-month,60.23,1617.85,Fiber optic,Yes,No,Electronic check,No,0,No,No,1,1
CUST-13054,57,Two year,82.11,4655.77,DSL,Yes,Yes,Mailed check,No,0,No,No,1,0
CUST-13055,34,Month-to-month,81.13,2796.36,Fiber optic,No,No,Mailed check,Yes,0,No,No,1,1
CUST-13056,58,Month-to-month,58.54,3416.31,Fiber optic,Yes,No,Mailed check,No,0,Yes,No,3,0
CUST-13057,10,Month-to-month,32.16,330.42,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,0,1
CUST-13058,28,One year,81.95,2332.04,Fiber optic,Yes,Yes,Bank transfer,Yes,0,No,No,2,1
CUST-13059,19,Month-to-month,83.39,1525.22,No,No,No,Mailed check,Yes,0,Yes,No,0,0
CUST-13060,18,Month-to-month,91.82,1740.57,No,No,Yes,Mailed check,No,0,Yes,No,2,0
CUST-13061,22,Month-to-month,74.36,1641.06,Fiber optic,No,Yes,Credit card,No,0,Yes,No,1,1
CUST-13062,27,Month-to-month,29.95,812.95,Fiber optic,No,No,Mailed check,Yes,0,Yes,No,2,0
CUST-13063,9,Month-to-month,85.71,797.65,No,No,No,Electronic check,No,0,No,Yes,1,1
CUST-13064,51,Two year,64.96,3050.89,DSL,No,Yes,Credit card,Yes,0,No,No,2,0
CUST-13065,40,Month-to-month,50.52,1897.97,DSL,No,Yes,Electronic check,Yes,0,No,No,3,0
CUST-13066,60,One year,56.16,3131.85,DSL,No,Yes,Credit card,Yes,0,Yes,Yes,1,0
CUST-13067,51,Month-to-month,44.29,2174.67,No,No,No,Mailed check,Yes,1,Yes,No,2,0
CUST-13068,10,Month-to-month,91.67,937.03,DSL,Yes,Yes,Credit card,No,0,Yes,No,2,0
CUST-13069,5,Month-to-month,22.46,134.01,DSL,No,Yes,Electronic check,Yes,0,Yes,Yes,1,1
CUST-13070,30,Month-to-month,35.2,1073.91,Fiber optic,No,No,Electronic check,Yes,0,No,No,1,1
CUST-13071,35,Month-to-month,55.14,1893.7,DSL,Yes,Yes,Mailed check,Yes,0,No,No,3,1
CUST-13072,17,Month-to-month,113.41,2011.25,DSL,Yes,No,Mailed check,No,0,No,No,2,0
CUST-13073,57,Month-to-month,96.63,5372.0,Fiber optic,No,No,Bank transfer,No,1,Yes,No,1,1
CUST-13074,42,Two year,18.0,767.81,DSL,Yes,No,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-13075,54,Month-to-month,105.54,5656.76,No,No,No,Credit card,No,0,No,No,4,1
CUST-13076,7,Month-to-month,105.48,821.49,DSL,No,No,Bank transfer,Yes,0,No,Yes,1,0
CUST-13077,59,Month-to-month,29.78,1657.24,No,Yes,Yes,Electronic check,No,0,Yes,No,2,0
CUST-13078,15,Month-to-month,18.0,282.08,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,No,1,1
CUST-13079,32,One year,62.83,2026.19,DSL,Yes,Yes,Mailed check,Yes,0,No,No,2,0
CUST-13080,32,Month-to-month,98.67,2956.85,DSL,Yes,No,Credit card,Yes,0,Yes,No,2,1
CUST-13081,59,One year,112.74,6127.12,Fiber optic,No,Yes,Credit card,Yes,0,No,Yes,1,1
CUST-13082,20,Month-to-month,38.88,806.78,Fiber optic,No,No,Bank transfer,Yes,1,Yes,No,1,1
CUST-13083,17,Month-to-month,117.56,2111.61,DSL,No,Yes,Mailed check,No,1,Yes,Yes,1,0
CUST-13084,24,Two year,18.0,432.21,No,Yes,No,Mailed check,Yes,0,No,Yes,1,0
CUST-13085,26,Month-to-month,53.96,1336.11,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-13086,13,One year,52.48,692.19,No,Yes,Yes,Credit card,No,0,Yes,No,2,0
CUST-13087,12,Month-to-month,99.57,1167.69,DSL,No,No,Bank transfer,No,0,Yes,No,5,1
CUST-13088,16,Two year,103.95,1735.65,DSL,Yes,Yes,Electronic check,No,1,No,Yes,0,1
CUST-13089,34,Month-to-month,93.63,2983.15,Fiber optic,No,No,Credit card,Yes,0,Yes,Yes,0,0
CUST-13090,25,Month-to-month,24.48,594.16,DSL,No,Yes,Credit card,No,0,Yes,No,1,1
CUST-13091,28,One year,90.88,2520.27,DSL,Yes,No,Electronic check,No,0,Yes,No,1,1
CUST-13092,52,Month-to-month,80.27,4125.86,DSL,No,No,Mailed check,Yes,0,Yes,No,1,1
CUST-13093,17,Month-to-month,18.0,320.99,DSL,Yes,No,Credit card,Yes,0,No,No,1,1
CUST-13094,66,Two year,18.0,1136.27,Fiber optic,Yes,No,Credit card,Yes,0,No,No,1,0
CUST-13095,54,One year,96.14,4859.94,DSL,No,No,Credit card,Yes,0,No,No,0,0
CUST-13096,12,One year,59.6,705.76,No,No,No,Credit card,No,0,No,No,2,0
CUST-13097,22,One year,26.44,587.36,DSL,Yes,Yes,Electronic check,No,0,Yes,Yes,1,0
CUST-13098,13,Two year,58.75,750.84,Fiber optic,Yes,No,Electronic check,Yes,1,Yes,No,0,0
CUST-13099,19,Two year,75.92,1466.51,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,No,2,0
CUST-13100,26,One year,62.51,1595.99,Fiber optic,No,No,Bank transfer,No,0,Yes,No,2,1
CUST-13101,9,Month-to-month,18.44,173.64,No,No,Yes,Mailed check,Yes,0,No,Yes,1,1
CUST-13102,1,Month-to-month,120.0,222.26,No,Yes,No,Mailed check,Yes,0,No,No,1,1
CUST-13103,32,One year,95.13,3108.45,DSL,Yes,No,Mailed check,No,0,Yes,No,1,0
CUST-13104,51,Two year,54.94,2775.8,Fiber optic,No,No,Bank transfer,Yes,0,No,No,3,0
CUST-13105,22,Month-to-month,56.15,1230.06,No,No,Yes,Credit card,No,0,No,Yes,2,1
CUST-13106,62,Month-to-month,75.78,4499.05,DSL,Yes,Yes,Credit card,No,0,No,No,3,0
CUST-13107,26,Month-to-month,31.11,786.25,Fiber optic,No,No,Electronic check,Yes,1,No,No,1,1
CUST-13108,65,Month-to-month,74.68,4632.74,DSL,Yes,No,Electronic check,Yes,0,No,No,1,0
CUST-13109,17,Two year,25.08,444.83,Fiber optic,Yes,No,Mailed check,No,0,No,Yes,5,0
CUST-13110,39,Month-to-month,62.88,2369.67,Fiber optic,No,No,Bank transfer,Yes,0,Yes,Yes,3,1
CUST-13111,55,One year,29.94,1509.71,Fiber optic,No,Yes,Electronic check,Yes,0,No,No,3,0
CUST-13112,4,One year,31.46,156.09,No,Yes,No,Bank transfer,Yes,0,No,No,1,0
CUST-13113,67,Two year,114.37,7460.52,Fiber optic,No,No,Bank transfer,No,0,No,No,0,0
CUST-13114,26,Month-to-month,66.78,1652.63,No,No,Yes,Bank transfer,Yes,0,Yes,Yes,2,0
CUST-13115,36,Two year,71.22,2404.98,Fiber optic,No,No,Credit card,Yes,1,Yes,No,3,0
CUST-13116,45,One year,18.0,776.38,Fiber optic,No,Yes,Bank transfer,Yes,0,No,No,1,0
CUST-13117,46,One year,47.09,2127.41,Fiber optic,No,Yes,Bank transfer,Yes,0,Yes,No,2,1
CUST-13118,1,Month-to-month,78.84,156.72,Fiber optic,No,Yes,Mailed check,No,0,No,No,1,1
CUST-13119,63,Month-to-month,70.82,4103.91,No,Yes,No,Bank transfer,No,0,Yes,Yes,4,1
CUST-13120,45,One year,18.0,774.41,DSL,No,No,Mailed check,Yes,1,No,No,2,0
CUST-13121,72,Month-to-month,71.21,4812.18,No,Yes,Yes,Electronic check,No,0,Yes,No,1,1
CUST-13122,34,Month-to-month,76.0,2506.04,Fiber optic,No,No,Electronic check,No,0,Yes,No,0,0
CUST-13123,44,One year,103.51,4561.11,Fiber optic,Yes,No,Bank transfer,No,1,Yes,Yes,0,1
CUST-13124,32,One year,45.34,1370.32,Fiber optic,No,No,Bank transfer,Yes,1,Yes,No,3,0
CUST-13125,64,Month-to-month,18.0,1162.39,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,No,0,0
CUST-13126,60,Month-to-month,35.1,1981.9,Fiber optic,Yes,Yes,Bank transfer,No,1,No,No,2,0
CUST-13127,66,Month-to-month,32.09,2096.86,Fiber optic,Yes,Yes,Mailed check,No,0,No,No,0,0
CUST-13128,36,Two year,87.1,3106.51,DSL,Yes,No,Mailed check,No,0,No,No,2,0
CUST-13129,57,Two year,18.0,996.79,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,2,0
CUST-13130,26,Month-to-month,51.55,1370.12,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,Yes,2,0
CUST-13131,33,Month-to-month,107.77,3520.23,Fiber optic,No,No,Credit card,Yes,0,No,No,2,1
CUST-13132,55,Month-to-month,65.22,3572.87,Fiber optic,No,Yes,Bank transfer,Yes,0,No,No,1,1
CUST-13133,5,Month-to-month,91.89,528.69,DSL,No,Yes,Bank transfer,Yes,0,Yes,No,0,1
CUST-13134,51,Two year,18.0,909.84,Fiber optic,No,Yes,Bank transfer,Yes,1,No,No,4,0
CUST-13135,1,Month-to-month,18.0,32.57,Fiber optic,Yes,Yes,Bank transfer,Yes,1,No,No,3,1
CUST-13136,42,Month-to-month,108.12,4484.17,Fiber optic,No,Yes,Credit card,Yes,1,Yes,No,1,1
CUST-13137,34,Month-to-month,68.04,2354.97,Fiber optic,No,Yes,Mailed check,No,0,Yes,Yes,2,1
CUST-13138,34,Month-to-month,68.1,2300.16,Fiber optic,No,No,Credit card,Yes,1,No,No,3,1
CUST-13139,36,Two year,31.46,1142.85,Fiber optic,No,No,Electronic check,Yes,0,Yes,No,2,0
CUST-13140,35,One year,68.02,2446.51,DSL,Yes,No,Bank transfer,No,0,Yes,Yes,0,0
CUST-13141,29,One year,30.62,841.09,DSL,No,Yes,Bank transfer,Yes,0,No,Yes,2,0
CUST-13142,32,Month-to-month,100.61,3216.91,Fiber optic,No,No,Electronic check,Yes,0,Yes,Yes,2,0
CUST-13143,41,Two year,120.0,4988.21,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,2,0
CUST-13144,55,Month-to-month,79.52,4020.61,DSL,Yes,No,Electronic check,Yes,0,Yes,No,0,0
CUST-13145,40,Two year,45.95,1728.27,DSL,Yes,Yes,Bank transfer,Yes,1,No,Yes,2,0
CUST-13146,46,Two year,18.0,782.52,DSL,No,No,Bank transfer,Yes,0,No,Yes,0,0
CUST-13147,61,Month-to-month,18.0,1102.64,No,Yes,Yes,Bank transfer,Yes,0,No,No,1,0
CUST-13148,72,Two year,111.65,8131.89,DSL,No,Yes,Bank transfer,Yes,0,Yes,No,1,0
CUST-13149,7,Month-to-month,34.12,270.6,DSL,No,No,Mailed check,Yes,0,No,Yes,2,1
CUST-13150,52,One year,53.87,2704.93,No,Yes,No,Bank transfer,No,1,Yes,No,0,0
CUST-13151,16,Month-to-month,84.66,1391.39,No,Yes,No,Electronic check,Yes,0,No,Yes,1,0
CUST-13152,14,Month-to-month,109.47,1494.92,DSL,Yes,No,Credit card,Yes,0,No,Yes,2,0
CUST-13153,57,Month-to-month,59.01,3415.42,No,Yes,Yes,Electronic check,Yes,0,No,Yes,3,0
CUST-13154,5,Month-to-month,52.86,315.39,DSL,No,No,Electronic check,No,0,No,Yes,1,0
CUST-13155,61,Month-to-month,67.15,3995.23,Fiber optic,No,Yes,Bank transfer,Yes,0,Yes,Yes,7,0
CUST-13156,56,Month-to-month,46.17,2406.19,DSL,No,No,Electronic check,No,0,Yes,Yes,2,0
CUST-13157,72,One year,47.79,3470.33,Fiber optic,No,No,Credit card,Yes,0,No,Yes,2,0
CUST-13158,48,Month-to-month,77.36,3751.14,DSL,Yes,No,Electronic check,No,0,Yes,No,1,0
CUST-13159,63,Month-to-month,70.56,4511.63,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,1,1
CUST-13160,8,Two year,120.0,1026.85,DSL,No,Yes,Credit card,No,0,Yes,Yes,2,0
CUST-13161,64,Two year,78.17,4749.85,Fiber optic,No,Yes,Bank transfer,Yes,0,Yes,No,1,0
CUST-13162,11,Month-to-month,99.53,1119.97,Fiber optic,Yes,No,Bank transfer,Yes,0,No,Yes,1,0
CUST-13163,22,Month-to-month,32.86,717.77,DSL,Yes,Yes,Bank transfer,No,0,No,No,2,0
CUST-13164,9,One year,80.75,800.42,No,No,Yes,Bank transfer,No,0,No,Yes,4,1
CUST-13165,29,One year,43.31,1186.09,Fiber optic,No,No,Electronic check,No,0,Yes,Yes,0,0
CUST-13166,54,Month-to-month,76.86,4078.72,DSL,Yes,Yes,Mailed check,Yes,0,No,No,1,0
CUST-13167,19,One year,85.66,1698.67,DSL,Yes,Yes,Electronic check,Yes,0,No,Yes,1,0
CUST-13168,60,Month-to-month,66.5,3761.91,DSL,No,Yes,Electronic check,Yes,0,Yes,Yes,5,1
CUST-13169,44,Month-to-month,120.0,5143.62,DSL,No,No,Electronic check,No,0,No,No,1,1
CUST-13170,45,One year,107.84,4858.68,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,0,0
CUST-13171,68,One year,100.32,6586.19,Fiber optic,Yes,No,Credit card,Yes,0,No,Yes,1,0
CUST-13172,31,Two year,87.93,2680.8,Fiber optic,Yes,Yes,Bank transfer,Yes,1,No,Yes,1,0
CUST-13173,25,Month-to-month,117.9,2993.86,Fiber optic,No,No,Electronic check,No,0,Yes,No,3,1
CUST-13174,72,Month-to-month,21.89,1464.49,Fiber optic,No,Yes,Bank transfer,Yes,0,No,Yes,3,0
CUST-13175,40,Month-to-month,106.11,4226.48,DSL,Yes,Yes,Bank transfer,Yes,0,No,Yes,0,0
CUST-13176,44,Month-to-month,35.26,1573.03,Fiber optic,No,No,Credit card,Yes,0,Yes,No,2,1
CUST-13177,21,Month-to-month,48.07,962.56,No,No,No,Mailed check,Yes,1,Yes,Yes,1,0
CUST-13178,15,Month-to-month,81.84,1186.38,DSL,No,Yes,Mailed check,Yes,0,No,No,2,1
CUST-13179,12,Month-to-month,102.0,1205.0,Fiber optic,Yes,Yes,Bank transfer,No,0,Yes,Yes,2,1
CUST-13180,16,One year,30.39,502.96,No,No,No,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-13181,14,Month-to-month,49.62,698.99,Fiber optic,No,Yes,Electronic check,Yes,0,No,No,1,1
CUST-13182,54,Month-to-month,67.93,3536.08,No,Yes,Yes,Bank transfer,Yes,0,Yes,No,2,0
CUST-13183,4,One year,59.41,288.98,DSL,Yes,No,Credit card,Yes,0,No,No,2,0
CUST-13184,45,Month-to-month,90.62,3969.72,Fiber optic,Yes,No,Electronic check,No,0,Yes,Yes,0,0
CUST-13185,69,Two year,120.0,8064.11,DSL,Yes,No,Mailed check,Yes,0,No,No,1,0
CUST-13186,55,Month-to-month,77.58,4279.59,DSL,No,No,Bank transfer,No,0,No,No,3,0
CUST-13187,29,Month-to-month,42.94,1217.51,No,No,No,Credit card,Yes,0,No,No,3,1
CUST-13188,4,Two year,26.1,128.87,DSL,Yes,Yes,Credit card,Yes,0,No,No,3,0
CUST-13189,60,One year,55.24,3208.97,No,No,No,Bank transfer,Yes,1,No,No,2,0
CUST-13190,0,One year,36.79,34.59,Fiber optic,Yes,Yes,Bank transfer,Yes,0,Yes,No,2,0
CUST-13191,49,One year,79.03,3659.51,No,No,No,Mailed check,Yes,0,Yes,Yes,1,0
CUST-13192,48,Month-to-month,78.56,3745.62,No,No,No,Mailed check,Yes,0,Yes,No,1,0
CUST-13193,14,One year,51.1,737.52,Fiber optic,Yes,Yes,Bank transfer,No,0,Yes,No,0,0
CUST-13194,54,Two year,120.0,6473.4,No,No,No,Bank transfer,Yes,1,Yes,No,2,0
CUST-13195,12,Two year,42.94,532.92,Fiber optic,No,No,Bank transfer,Yes,0,No,No,1,1
CUST-13196,16,Month-to-month,61.42,1030.24,Fiber optic,Yes,No,Credit card,Yes,1,No,No,5,1
CUST-13197,59,Month-to-month,84.17,4690.35,Fiber optic,No,Yes,Electronic check,Yes,0,No,No,5,1
CUST-13198,71,One year,91.76,6428.67,DSL,Yes,Yes,Credit card,Yes,0,Yes,No,1,0
CUST-13199,19,Month-to-month,103.33,1941.22,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,3,0
CUST-13200,67,Month-to-month,77.85,4824.73,DSL,No,No,Bank transfer,Yes,0,No,No,1,0
CUST-13201,66,Month-to-month,96.53,6162.45,Fiber optic,No,No,Bank transfer,No,0,Yes,No,2,1
CUST-13202,56,Month-to-month,45.05,2370.47,DSL,Yes,Yes,Bank transfer,Yes,0,No,No,3,0
CUST-13203,10,Month-to-month,92.54,922.43,Fiber optic,Yes,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-13204,21,Month-to-month,92.14,1898.0,Fiber optic,Yes,Yes,Mailed check,No,0,No,Yes,1,0
CUST-13205,49,Month-to-month,110.39,5507.1,Fiber optic,Yes,Yes,Bank transfer,Yes,0,No,No,2,0
CUST-13206,72,Month-to-month,18.0,1300.09,No,Yes,No,Mailed check,No,0,Yes,No,2,0
CUST-13207,59,Two year,37.78,2262.22,No,No,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-13208,30,Month-to-month,89.69,2510.3,No,No,No,Bank transfer,Yes,0,Yes,Yes,2,1
CUST-13209,17,Month-to-month,18.0,296.55,Fiber optic,No,No,Mailed check,Yes,1,No,No,0,1
CUST-13210,70,Month-to-month,79.76,5229.8,DSL,No,Yes,Credit card,No,0,No,Yes,1,0
CUST-13211,20,Month-to-month,96.79,1979.08,No,Yes,No,Mailed check,Yes,0,No,No,3,0
CUST-13212,24,Two year,47.71,1190.14,DSL,No,Yes,Bank transfer,Yes,0,No,No,1,0
CUST-13213,70,Two year,52.09,3478.85,DSL,No,No,Mailed check,Yes,0,No,No,4,0
CUST-13214,41,Month-to-month,32.78,1319.43,DSL,No,Yes,Electronic check,Yes,1,Yes,No,3,0
CUST-13215,19,Month-to-month,49.35,897.03,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,0,0
CUST-13216,0,Month-to-month,50.22,48.36,Fiber optic,Yes,No,Credit card,Yes,0,Yes,No,2,0
CUST-13217,31,Month-to-month,44.51,1410.08,DSL,Yes,No,Mailed check,No,0,No,No,2,0
CUST-13218,71,Month-to-month,42.87,2981.46,Fiber optic,No,Yes,Electronic check,No,0,Yes,No,0,0
CUST-13219,31,Month-to-month,56.87,1756.75,DSL,No,No,Electronic check,No,0,No,Yes,2,0
CUST-13220,51,Month-to-month,56.51,2787.91,DSL,No,No,Mailed check,Yes,0,Yes,No,1,0
CUST-13221,18,One year,120.0,2154.59,DSL,No,Yes,Credit card,Yes,0,Yes,No,1,0
CUST-13222,56,Month-to-month,53.17,2839.7,DSL,Yes,No,Bank transfer,No,0,No,No,1,0
CUST-13223,56,Month-to-month,75.32,4216.05,Fiber optic,Yes,No,Electronic check,No,0,Yes,No,2,1
CUST-13224,44,Month-to-month,47.69,2069.81,DSL,No,No,Credit card,Yes,0,No,No,2,1
CUST-13225,56,Month-to-month,47.31,2507.8,DSL,Yes,No,Electronic check,No,0,Yes,No,3,0
CUST-13226,42,Month-to-month,18.0,736.68,DSL,No,No,Bank transfer,Yes,0,Yes,Yes,0,0
CUST-13227,27,Month-to-month,18.0,459.43,Fiber optic,No,No,Credit card,No,0,Yes,No,2,0
CUST-13228,53,Month-to-month,28.79,1406.31,No,Yes,Yes,Credit card,No,1,Yes,No,1,0
CUST-13229,60,Month-to-month,70.51,3929.61,Fiber optic,Yes,No,Bank transfer,No,0,Yes,No,1,0
CUST-13230,61,Two year,97.29,5952.09,Fiber optic,No,No,Mailed check,Yes,1,Yes,Yes,1,0
CUST-13231,15,Two year,18.0,266.61,No,No,No,Credit card,Yes,0,Yes,Yes,4,0
CUST-13232,49,Month-to-month,48.53,2417.54,DSL,No,No,Mailed check,No,1,Yes,No,5,0
CUST-13233,0,Month-to-month,23.99,22.4,DSL,Yes,No,Mailed check,No,0,No,No,3,1
CUST-13234,41,One year,57.07,2255.45,Fiber optic,Yes,Yes,Bank transfer,Yes,0,No,Yes,3,1
CUST-13235,41,One year,97.27,4008.55,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,0,0
CUST-13236,26,Month-to-month,51.59,1284.83,Fiber optic,Yes,Yes,Electronic check,Yes,0,No,No,0,1
CUST-13237,72,Month-to-month,63.57,4598.57,Fiber optic,Yes,No,Credit card,Yes,1,Yes,Yes,1,0
CUST-13238,64,Month-to-month,108.66,6818.12,DSL,No,No,Credit card,No,0,Yes,Yes,1,0
CUST-13239,2,One year,78.74,214.07,Fiber optic,Yes,No,Mailed check,No,0,No,Yes,0,0
CUST-13240,15,Month-to-month,42.2,672.27,Fiber optic,No,No,Electronic check,Yes,0,Yes,Yes,1,0
CUST-13241,15,Month-to-month,69.77,1036.78,DSL,No,No,Electronic check,Yes,0,No,No,2,1
CUST-13242,65,Month-to-month,40.17,2447.6,No,No,No,Mailed check,Yes,0,No,Yes,2,0
CUST-13243,37,Month-to-month,77.61,2919.17,Fiber optic,No,No,Electronic check,Yes,0,No,No,3,1
CUST-13244,53,Month-to-month,80.46,4051.74,DSL,Yes,Yes,Credit card,Yes,0,Yes,No,1,0
CUST-13245,59,One year,23.99,1399.48,DSL,No,No,Credit card,No,0,No,No,3,0
CUST-13246,56,Month-to-month,70.25,3617.5,DSL,Yes,Yes,Credit card,No,0,Yes,No,0,0
CUST-13247,6,Month-to-month,61.47,426.89,DSL,Yes,No,Mailed check,Yes,0,No,No,2,1
CUST-13248,10,Month-to-month,81.34,841.88,DSL,No,No,Bank transfer,No,0,Yes,No,1,1
CUST-13249,28,Two year,89.94,2394.02,DSL,Yes,No,Mailed check,No,0,Yes,No,1,0
CUST-13250,24,Month-to-month,79.32,1979.28,No,Yes,No,Mailed check,No,0,No,No,3,0
CUST-13251,54,Month-to-month,55.9,2995.11,No,No,No,Bank transfer,No,0,No,No,0,1
CUST-13252,11,Month-to-month,93.0,1092.95,Fiber optic,No,No,Electronic check,Yes,0,Yes,No,1,0
CUST-13253,27,Two year,38.81,1032.44,Fiber optic,Yes,No,Credit card,No,1,Yes,No,1,0
CUST-13254,17,One year,25.38,442.61,Fiber optic,Yes,Yes,Electronic check,No,0,Yes,Yes,2,0
CUST-13255,13,Two year,18.0,234.13,Fiber optic,Yes,Yes,Mailed check,No,0,No,No,3,0
CUST-13256,12,One year,62.9,778.29,No,No,No,Electronic check,Yes,0,Yes,No,2,0
CUST-13257,14,Month-to-month,40.35,567.76,Fiber optic,No,No,Bank transfer,Yes,0,Yes,No,1,1
CUST-13258,41,Month-to-month,76.93,3045.31,Fiber optic,Yes,No,Bank transfer,Yes,0,Yes,No,4,0
CUST-13259,29,Month-to-month,18.0,486.23,No,No,Yes,Credit card,No,1,No,No,2,0
CUST-13260,31,One year,45.58,1430.97,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,No,2,0
CUST-13261,34,One year,79.11,2552.31,DSL,No,No,Electronic check,No,0,Yes,Yes,0,1
CUST-13262,54,Month-to-month,34.1,1776.77,DSL,No,No,Electronic check,No,0,No,No,2,1
CUST-13263,62,Two year,77.28,4702.59,Fiber optic,No,Yes,Bank transfer,Yes,0,No,Yes,3,0
CUST-13264,38,Month-to-month,48.29,1701.47,DSL,No,Yes,Credit card,Yes,0,Yes,No,2,1
CUST-13265,46,Month-to-month,64.02,2811.08,DSL,No,Yes,Electronic check,No,0,Yes,Yes,1,0
CUST-13266,53,Month-to-month,82.85,4144.54,DSL,Yes,No,Credit card,Yes,0,Yes,No,2,0
CUST-13267,50,Two year,93.58,4358.73,DSL,Yes,No,Mailed check,No,0,No,No,1,0
CUST-13268,9,Two year,67.77,665.06,No,Yes,No,Credit card,No,0,No,Yes,2,0
CUST-13269,71,Month-to-month,40.58,2787.83,Fiber optic,No,No,Electronic check,Yes,1,No,No,1,1
CUST-13270,12,Two year,51.26,630.15,DSL,Yes,No,Credit card,Yes,1,No,No,2,0
CUST-13271,30,Two year,84.11,2381.21,Fiber optic,No,Yes,Mailed check,No,0,Yes,No,1,0
CUST-13272,47,Two year,34.36,1569.14,DSL,Yes,Yes,Mailed check,No,0,No,No,1,0
CUST-13273,29,Two year,59.66,1658.68,Fiber optic,No,No,Electronic check,Yes,0,No,No,0,0
CUST-13274,17,Month-to-month,53.42,877.58,Fiber optic,Yes,No,Electronic check,No,0,No,No,1,1
CUST-13275,67,One year,61.9,4010.03,DSL,No,No,Credit card,Yes,0,Yes,No,3,0
CUST-13276,5,One year,34.72,201.69,Fiber optic,No,No,Electronic check,Yes,0,No,No,1,0
CUST-13277,17,One year,18.0,293.44,DSL,No,No,Mailed check,Yes,0,Yes,Yes,2,0
CUST-13278,72,Month-to-month,80.62,5329.81,Fiber optic,No,Yes,Credit card,No,0,Yes,No,0,1
CUST-13279,53,One year,93.92,4939.1,No,No,No,Mailed check,No,0,Yes,No,1,0
